order_number,notification_number,equipment_number,functional_location,order_type,status,priority,maintenance_activity_type,short_text,long_text,created_at_source,required_by_at,started_at,finished_at,total_cost,downtime_hours
WO-2023564,N-910564,M-123,PLANT-A/AREA-3/MOTOR-5,CM,closed,low,corrective,Insulation breakdown on Motor asset 23,Insulation breakdown identified on M-123 during operation. Corrective work completed and asset returned to service.,2024-11-12T03:00:00+00:00,2024-11-16T03:00:00+00:00,2024-11-12T10:00:00+00:00,2024-11-12T13:00:00+00:00,1975.00,3.00
WO-2023565,,C-140,PLANT-A/AREA-5/COMPRESSOR-8,INSP,closed,medium,inspection,Inspect condition of Compressor asset 40,Inspection completed on C-140; observations recorded for reliability trending.,2024-11-13T15:00:00+00:00,2024-11-18T15:00:00+00:00,2024-11-13T23:00:00+00:00,2024-11-13T23:30:00+00:00,200.00,0.00
WO-2023566,N-910566,HX-107,PLANT-A/AREA-2/HEAT-EXCHANGER-2,EM,closed,medium,emergency,Tube leak on Heat exchanger asset 07,Tube leak identified on HX-107 during operation. Corrective work completed and asset returned to service.,2024-11-15T03:00:00+00:00,2024-11-16T03:00:00+00:00,2024-11-15T12:00:00+00:00,2024-11-15T22:00:00+00:00,4005.00,10.00
WO-2023567,,CV-124,PLANT-A/AREA-4/CONVEYOR-5,PM,closed,medium,preventive,Complete scheduled PM on Conveyor asset 24,Preventive maintenance completed on CV-124 with no immediate defect recorded.,2024-11-16T15:00:00+00:00,2024-11-18T15:00:00+00:00,2024-11-17T01:00:00+00:00,2024-11-17T01:30:00+00:00,380.00,0.00
WO-2023568,N-910568,F-141,PLANT-A/AREA-1/FAN-9,CM,closed,high,corrective,Belt slippage on Fan asset 41,Belt slippage identified on F-141 during operation. Corrective work completed and asset returned to service.,2024-11-18T03:00:00+00:00,2024-11-21T03:00:00+00:00,2024-11-18T05:00:00+00:00,2024-11-18T11:00:00+00:00,2435.00,6.00
WO-2023569,N-910569,P-108,PLANT-A/AREA-3/PUMP-2,CMON,closed,low,condition_monitoring,Bearing failure on Pump asset 08,Bearing failure identified on P-108 during operation. Corrective work completed and asset returned to service.,2024-11-19T15:00:00+00:00,2024-11-23T15:00:00+00:00,2024-11-19T18:00:00+00:00,2024-11-20T03:30:00+00:00,2000.00,0.00
WO-2023570,N-910570,V-125,PLANT-A/AREA-5/VALVE-5,CM,closed,medium,corrective,Actuator failure on Valve asset 25,Actuator failure identified on V-125 during operation. Corrective work completed and asset returned to service.,2024-11-21T03:00:00+00:00,2024-11-26T03:00:00+00:00,2024-11-21T07:00:00+00:00,2024-11-21T09:00:00+00:00,2665.00,2.00
WO-2023571,,HX-142,PLANT-A/AREA-2/HEAT-EXCHANGER-9,PM,closed,low,preventive,Complete scheduled PM on Heat exchanger asset 42,Preventive maintenance completed on HX-142 with no immediate defect recorded.,2024-11-22T15:00:00+00:00,2024-11-23T15:00:00+00:00,2024-11-22T20:00:00+00:00,2024-11-22T20:30:00+00:00,255.00,0.00
WO-2023572,N-910572,M-109,PLANT-A/AREA-4/MOTOR-2,CM,closed,high,corrective,Overheating on Motor asset 09,Overheating identified on M-109 during operation. Corrective work completed and asset returned to service.,2024-11-24T03:00:00+00:00,2024-11-26T03:00:00+00:00,2024-11-24T09:00:00+00:00,2024-11-24T18:00:00+00:00,2895.00,9.00
WO-2023573,N-910573,F-127,PLANT-A/AREA-2/FAN-6,CM,closed,high,corrective,Bearing failure on Fan asset 27,Bearing failure identified on F-127 during operation. Corrective work completed and asset returned to service.,2024-11-25T15:00:00+00:00,2024-11-28T15:00:00+00:00,2024-11-25T22:00:00+00:00,2024-11-25T23:30:00+00:00,3010.00,1.50
WO-2023574,,M-144,PLANT-A/AREA-4/MOTOR-9,PM,closed,high,preventive,Complete scheduled PM on Motor asset 44,Preventive maintenance completed on M-144 with no immediate defect recorded.,2024-11-27T03:00:00+00:00,2024-12-01T03:00:00+00:00,2024-11-27T11:00:00+00:00,2024-11-27T11:30:00+00:00,330.00,0.00
WO-2023575,N-910575,V-111,PLANT-A/AREA-1/VALVE-3,CM,closed,medium,corrective,Passing valve on Valve asset 11,Passing valve identified on V-111 during operation. Corrective work completed and asset returned to service.,2024-11-28T15:00:00+00:00,2024-12-03T15:00:00+00:00,2024-11-29T00:00:00+00:00,2024-11-29T08:30:00+00:00,3240.00,8.50
WO-2023576,,HX-128,PLANT-A/AREA-3/HEAT-EXCHANGER-6,INSP,closed,medium,inspection,Inspect condition of Heat exchanger asset 28,Inspection completed on HX-128; observations recorded for reliability trending.,2024-11-30T03:00:00+00:00,2024-12-01T03:00:00+00:00,2024-11-30T13:00:00+00:00,2024-11-30T13:30:00+00:00,140.00,0.00
WO-2023577,N-910577,CV-145,PLANT-A/AREA-5/CONVEYOR-9,EM,closed,high,emergency,Belt mistracking on Conveyor asset 45,Belt mistracking identified on CV-145 during operation. Corrective work completed and asset returned to service.,2024-12-01T15:00:00+00:00,2024-12-03T15:00:00+00:00,2024-12-01T17:00:00+00:00,2024-12-01T21:30:00+00:00,5270.00,4.50
WO-2023578,,C-112,PLANT-A/AREA-2/COMPRESSOR-3,PM,closed,medium,preventive,Complete scheduled PM on Compressor asset 12,Preventive maintenance completed on C-112 with no immediate defect recorded.,2024-12-03T03:00:00+00:00,2024-12-06T03:00:00+00:00,2024-12-03T06:00:00+00:00,2024-12-03T06:30:00+00:00,205.00,0.00
WO-2023579,N-910579,P-129,PLANT-A/AREA-4/PUMP-6,CM,closed,low,corrective,Seal leakage on Pump asset 29,Seal leakage identified on P-129 during operation. Corrective work completed and asset returned to service.,2024-11-29T16:00:00+00:00,2024-12-03T16:00:00+00:00,2024-11-29T20:00:00+00:00,2024-11-30T07:30:00+00:00,3700.00,11.50
WO-2023580,N-910580,V-146,PLANT-A/AREA-1/VALVE-10,CMON,closed,medium,condition_monitoring,Stem leakage on Valve asset 46,Stem leakage identified on V-146 during operation. Corrective work completed and asset returned to service.,2024-12-01T04:00:00+00:00,2024-12-06T04:00:00+00:00,2024-12-01T09:00:00+00:00,2024-12-01T13:00:00+00:00,3265.00,0.00
WO-2023581,N-910581,F-113,PLANT-A/AREA-3/FAN-3,CM,closed,medium,corrective,Imbalance on Fan asset 13,Imbalance identified on F-113 during operation. Corrective work completed and asset returned to service.,2024-12-02T16:00:00+00:00,2024-12-03T16:00:00+00:00,2024-12-02T22:00:00+00:00,2024-12-03T05:30:00+00:00,3930.00,7.50
WO-2023582,,M-130,PLANT-A/AREA-5/MOTOR-6,PM,closed,medium,preventive,Complete scheduled PM on Motor asset 30,Preventive maintenance completed on M-130 with no immediate defect recorded.,2024-12-04T04:00:00+00:00,2024-12-06T04:00:00+00:00,2024-12-04T11:00:00+00:00,2024-12-04T11:30:00+00:00,305.00,0.00
WO-2023583,N-910583,C-147,PLANT-A/AREA-2/COMPRESSOR-10,CM,closed,high,corrective,Low capacity on Compressor asset 47,Low capacity identified on C-147 during operation. Corrective work completed and asset returned to service.,2024-12-05T16:00:00+00:00,2024-12-08T16:00:00+00:00,2024-12-06T00:00:00+00:00,2024-12-06T03:30:00+00:00,4160.00,3.50
WO-2023584,,P-115,PLANT-A/AREA-5/PUMP-3,INSP,closed,low,inspection,Inspect condition of Pump asset 15,Inspection completed on P-115; observations recorded for reliability trending.,2024-12-07T04:00:00+00:00,2024-12-11T04:00:00+00:00,2024-12-07T13:00:00+00:00,2024-12-07T13:30:00+00:00,160.00,0.00
WO-2023585,N-910585,V-132,PLANT-A/AREA-2/VALVE-7,EM,closed,medium,emergency,Actuator failure on Valve asset 32,Actuator failure identified on V-132 during operation. Corrective work completed and asset returned to service.,2024-12-08T16:00:00+00:00,2024-12-13T16:00:00+00:00,2024-12-09T02:00:00+00:00,2024-12-09T12:30:00+00:00,6190.00,10.50
WO-2023586,N-910586,HX-149,PLANT-A/AREA-4/HEAT-EXCHANGER-10,CM,closed,medium,corrective,Tube fouling on Heat exchanger asset 49,Tube fouling identified on HX-149 during operation. Corrective work completed and asset returned to service.,2024-12-10T04:00:00+00:00,2024-12-11T04:00:00+00:00,2024-12-10T06:00:00+00:00,2024-12-10T09:00:00+00:00,4505.00,3.00
WO-2023587,,M-116,PLANT-A/AREA-1/MOTOR-4,INSP,closed,high,inspection,Inspect condition of Motor asset 16,Inspection completed on M-116; observations recorded for reliability trending.,2024-12-11T16:00:00+00:00,2024-12-13T16:00:00+00:00,2024-12-11T19:00:00+00:00,2024-12-11T19:30:00+00:00,220.00,0.00
WO-2023588,N-910588,C-133,PLANT-A/AREA-3/COMPRESSOR-7,EM,closed,high,emergency,Oil carryover on Compressor asset 33,Oil carryover identified on C-133 during operation. Corrective work completed and asset returned to service.,2024-12-13T04:00:00+00:00,2024-12-16T04:00:00+00:00,2024-12-13T08:00:00+00:00,2024-12-13T18:00:00+00:00,6535.00,10.00
WO-2023589,,P-150,PLANT-A/AREA-5/PUMP-10,PM,closed,high,preventive,Complete scheduled PM on Pump asset 50,Preventive maintenance completed on P-150 with no immediate defect recorded.,2024-12-14T16:00:00+00:00,2024-12-18T16:00:00+00:00,2024-12-14T21:00:00+00:00,2024-12-14T21:30:00+00:00,255.00,0.00
WO-2023590,N-910590,CV-117,PLANT-A/AREA-2/CONVEYOR-4,CM,closed,medium,corrective,Pulley bearing failure on Conveyor asset 17,Pulley bearing failure identified on CV-117 during operation. Corrective work completed and asset returned to service.,2024-12-16T04:00:00+00:00,2024-12-21T04:00:00+00:00,2024-12-16T10:00:00+00:00,2024-12-16T16:00:00+00:00,1400.00,6.00
WO-2023591,N-910591,F-134,PLANT-A/AREA-4/FAN-7,CMON,closed,medium,condition_monitoring,Bearing failure on Fan asset 34,Bearing failure identified on F-134 during operation. Corrective work completed and asset returned to service.,2024-12-17T16:00:00+00:00,2024-12-18T16:00:00+00:00,2024-12-17T23:00:00+00:00,2024-12-18T08:30:00+00:00,965.00,0.00
WO-2023592,N-910592,P-101,PLANT-A/AREA-1/PUMP-1,CM,closed,high,corrective,Cavitation on Pump asset 01,Cavitation identified on P-101 during operation. Corrective work completed and asset returned to service.,2024-12-19T04:00:00+00:00,2024-12-21T04:00:00+00:00,2024-12-19T12:00:00+00:00,2024-12-19T14:00:00+00:00,1630.00,2.00
WO-2023593,,V-118,PLANT-A/AREA-3/VALVE-4,PM,closed,medium,preventive,Complete scheduled PM on Valve asset 18,Preventive maintenance completed on V-118 with no immediate defect recorded.,2024-12-20T16:00:00+00:00,2024-12-23T16:00:00+00:00,2024-12-21T01:00:00+00:00,2024-12-21T01:30:00+00:00,355.00,0.00
WO-2023594,N-910594,HX-135,PLANT-A/AREA-5/HEAT-EXCHANGER-7,CM,closed,low,corrective,Low heat transfer on Heat exchanger asset 35,Low heat transfer identified on HX-135 during operation. Corrective work completed and asset returned to service.,2024-12-22T04:00:00+00:00,2024-12-26T04:00:00+00:00,2024-12-22T14:00:00+00:00,2024-12-22T23:00:00+00:00,1860.00,9.00
WO-2023595,,CV-103,PLANT-A/AREA-3/CONVEYOR-1,INSP,closed,medium,inspection,Inspect condition of Conveyor asset 03,Inspection completed on CV-103; observations recorded for reliability trending.,2024-12-23T16:00:00+00:00,2024-12-28T16:00:00+00:00,2024-12-23T18:00:00+00:00,2024-12-23T18:30:00+00:00,240.00,0.00
WO-2023596,N-910596,F-120,PLANT-A/AREA-5/FAN-4,EM,closed,medium,emergency,Imbalance on Fan asset 20,Imbalance identified on F-120 during operation. Corrective work completed and asset returned to service.,2024-12-20T05:00:00+00:00,2024-12-21T05:00:00+00:00,2024-12-20T08:00:00+00:00,2024-12-20T13:00:00+00:00,3890.00,5.00
WO-2023597,,M-137,PLANT-A/AREA-2/MOTOR-8,PM,closed,medium,preventive,Complete scheduled PM on Motor asset 37,Preventive maintenance completed on M-137 with no immediate defect recorded.,2024-12-21T17:00:00+00:00,2024-12-23T17:00:00+00:00,2024-12-21T21:00:00+00:00,2024-12-21T21:30:00+00:00,230.00,0.00
WO-2023598,N-910598,V-104,PLANT-A/AREA-4/VALVE-1,CM,closed,high,corrective,Stem leakage on Valve asset 04,Stem leakage identified on V-104 during operation. Corrective work completed and asset returned to service.,2024-12-23T05:00:00+00:00,2024-12-26T05:00:00+00:00,2024-12-23T10:00:00+00:00,2024-12-23T22:00:00+00:00,2320.00,12.00
WO-2023599,N-910599,HX-121,PLANT-A/AREA-1/HEAT-EXCHANGER-5,EM,closed,low,emergency,Tube leak on Heat exchanger asset 21,Tube leak identified on HX-121 during operation. Corrective work completed and asset returned to service.,2024-12-24T17:00:00+00:00,2024-12-28T17:00:00+00:00,2024-12-24T23:00:00+00:00,2024-12-25T03:30:00+00:00,4235.00,4.50
WO-2023600,,CV-138,PLANT-A/AREA-3/CONVEYOR-8,PM,closed,high,preventive,Complete scheduled PM on Conveyor asset 38,Preventive maintenance completed on CV-138 with no immediate defect recorded.,2024-12-26T05:00:00+00:00,2024-12-31T05:00:00+00:00,2024-12-26T12:00:00+00:00,2024-12-26T12:30:00+00:00,305.00,0.00
WO-2023601,N-910601,C-105,PLANT-A/AREA-5/COMPRESSOR-1,CM,closed,medium,corrective,Low capacity on Compressor asset 05,Low capacity identified on C-105 during operation. Corrective work completed and asset returned to service.,2024-12-27T17:00:00+00:00,2024-12-28T17:00:00+00:00,2024-12-28T01:00:00+00:00,2024-12-28T12:30:00+00:00,2665.00,11.50
WO-2023602,N-910602,P-122,PLANT-A/AREA-2/PUMP-5,CMON,closed,high,condition_monitoring,Bearing failure on Pump asset 22,Bearing failure identified on P-122 during operation. Corrective work completed and asset returned to service.,2024-12-29T05:00:00+00:00,2024-12-31T05:00:00+00:00,2024-12-29T14:00:00+00:00,2024-12-29T18:00:00+00:00,2230.00,0.00
WO-2023603,N-910603,V-139,PLANT-A/AREA-4/VALVE-8,CM,closed,high,corrective,Actuator failure on Valve asset 39,Actuator failure identified on V-139 during operation. Corrective work completed and asset returned to service.,2024-12-30T17:00:00+00:00,2025-01-02T17:00:00+00:00,2024-12-31T03:00:00+00:00,2024-12-31T10:30:00+00:00,2895.00,7.50
WO-2023604,,F-106,PLANT-A/AREA-1/FAN-2,PM,closed,high,preventive,Complete scheduled PM on Fan asset 06,Preventive maintenance completed on F-106 with no immediate defect recorded.,2025-01-01T05:00:00+00:00,2025-01-05T05:00:00+00:00,2025-01-01T07:00:00+00:00,2025-01-01T07:30:00+00:00,180.00,0.00
WO-2023605,N-910605,M-123,PLANT-A/AREA-3/MOTOR-5,CM,closed,medium,corrective,Overheating on Motor asset 23,Overheating identified on M-123 during operation. Corrective work completed and asset returned to service.,2025-01-02T17:00:00+00:00,2025-01-07T17:00:00+00:00,2025-01-02T20:00:00+00:00,2025-01-02T23:30:00+00:00,3125.00,3.50
WO-2023606,,F-141,PLANT-A/AREA-1/FAN-9,INSP,closed,medium,inspection,Inspect condition of Fan asset 41,Inspection completed on F-141; observations recorded for reliability trending.,2025-01-04T05:00:00+00:00,2025-01-05T05:00:00+00:00,2025-01-04T09:00:00+00:00,2025-01-04T09:30:00+00:00,180.00,0.00
WO-2023607,N-910607,P-108,PLANT-A/AREA-3/PUMP-2,EM,closed,high,emergency,Cavitation on Pump asset 08,Cavitation identified on P-108 during operation. Corrective work completed and asset returned to service.,2025-01-05T17:00:00+00:00,2025-01-07T17:00:00+00:00,2025-01-05T22:00:00+00:00,2025-01-06T08:30:00+00:00,5155.00,10.50
WO-2023608,,V-125,PLANT-A/AREA-5/VALVE-5,PM,closed,medium,preventive,Complete scheduled PM on Valve asset 25,Preventive maintenance completed on V-125 with no immediate defect recorded.,2025-01-07T05:00:00+00:00,2025-01-10T05:00:00+00:00,2025-01-07T11:00:00+00:00,2025-01-07T11:30:00+00:00,280.00,0.00
WO-2023609,N-910609,HX-142,PLANT-A/AREA-2/HEAT-EXCHANGER-9,CM,closed,low,corrective,Low heat transfer on Heat exchanger asset 42,Low heat transfer identified on HX-142 during operation. Corrective work completed and asset returned to service.,2025-01-08T17:00:00+00:00,2025-01-12T17:00:00+00:00,2025-01-09T00:00:00+00:00,2025-01-09T06:30:00+00:00,3585.00,6.50
WO-2023610,N-910610,M-109,PLANT-A/AREA-4/MOTOR-2,CMON,closed,medium,condition_monitoring,Bearing failure on Motor asset 09,Bearing failure identified on M-109 during operation. Corrective work completed and asset returned to service.,2025-01-10T05:00:00+00:00,2025-01-15T05:00:00+00:00,2025-01-10T13:00:00+00:00,2025-01-10T23:00:00+00:00,3150.00,0.00
WO-2023611,N-910611,C-126,PLANT-A/AREA-1/COMPRESSOR-6,CM,closed,medium,corrective,High discharge temperature on Compressor asset 26,High discharge temperature identified on C-126 during operation. Corrective work completed and asset returned to service.,2025-01-11T17:00:00+00:00,2025-01-12T17:00:00+00:00,2025-01-12T02:00:00+00:00,2025-01-12T04:30:00+00:00,3815.00,2.50
WO-2023612,N-910612,P-143,PLANT-A/AREA-3/PUMP-9,CM,closed,high,corrective,Seal leakage on Pump asset 43,Seal leakage identified on P-143 during operation. Corrective work completed and asset returned to service.,2025-01-13T05:00:00+00:00,2025-01-15T05:00:00+00:00,2025-01-13T15:00:00+00:00,2025-01-13T21:00:00+00:00,3930.00,6.00
WO-2023613,N-910613,CV-110,PLANT-A/AREA-5/CONVEYOR-2,CMON,closed,high,condition_monitoring,Belt mistracking on Conveyor asset 10,Belt mistracking identified on CV-110 during operation. Corrective work completed and asset returned to service.,2025-01-09T18:00:00+00:00,2025-01-12T18:00:00+00:00,2025-01-09T20:00:00+00:00,2025-01-10T05:30:00+00:00,3495.00,0.00
WO-2023614,N-910614,F-127,PLANT-A/AREA-2/FAN-6,CM,closed,low,corrective,Imbalance on Fan asset 27,Imbalance identified on F-127 during operation. Corrective work completed and asset returned to service.,2025-01-11T06:00:00+00:00,2025-01-15T06:00:00+00:00,2025-01-11T09:00:00+00:00,2025-01-11T11:00:00+00:00,4160.00,2.00
WO-2023615,,M-144,PLANT-A/AREA-4/MOTOR-9,PM,closed,high,preventive,Complete scheduled PM on Motor asset 44,Preventive maintenance completed on M-144 with no immediate defect recorded.,2025-01-12T18:00:00+00:00,2025-01-17T18:00:00+00:00,2025-01-12T22:00:00+00:00,2025-01-12T22:30:00+00:00,230.00,0.00
WO-2023616,N-910616,V-111,PLANT-A/AREA-1/VALVE-3,CM,closed,medium,corrective,Stem leakage on Valve asset 11,Stem leakage identified on V-111 during operation. Corrective work completed and asset returned to service.,2025-01-14T06:00:00+00:00,2025-01-15T06:00:00+00:00,2025-01-14T11:00:00+00:00,2025-01-14T20:00:00+00:00,4390.00,9.00
WO-2023617,,P-129,PLANT-A/AREA-4/PUMP-6,INSP,closed,high,inspection,Inspect condition of Pump asset 29,Inspection completed on P-129; observations recorded for reliability trending.,2025-01-15T18:00:00+00:00,2025-01-17T18:00:00+00:00,2025-01-16T00:00:00+00:00,2025-01-16T00:30:00+00:00,120.00,0.00
WO-2023618,N-910618,V-146,PLANT-A/AREA-1/VALVE-10,EM,closed,high,emergency,Actuator failure on Valve asset 46,Actuator failure identified on V-146 during operation. Corrective work completed and asset returned to service.,2025-01-17T06:00:00+00:00,2025-01-20T06:00:00+00:00,2025-01-17T13:00:00+00:00,2025-01-17T18:00:00+00:00,6420.00,5.00
WO-2023619,,F-113,PLANT-A/AREA-3/FAN-3,PM,closed,high,preventive,Complete scheduled PM on Fan asset 13,Preventive maintenance completed on F-113 with no immediate defect recorded.,2025-01-18T18:00:00+00:00,2025-01-22T18:00:00+00:00,2025-01-19T02:00:00+00:00,2025-01-19T02:30:00+00:00,330.00,0.00
WO-2023620,N-910620,M-130,PLANT-A/AREA-5/MOTOR-6,CM,closed,medium,corrective,Overheating on Motor asset 30,Overheating identified on M-130 during operation. Corrective work completed and asset returned to service.,2025-01-20T06:00:00+00:00,2025-01-25T06:00:00+00:00,2025-01-20T15:00:00+00:00,2025-01-21T03:00:00+00:00,4850.00,12.00
